NO,Nilai,Kurs Jual,Kurs Beli,Tanggal,kurs_tengah,log_return
60,1,18129.19,17948.81,2026-06-05,18039.0,0.006005022215314418
59,1,18129.19,17948.81,2026-06-08,18039.0,0.0
58,1,18261.85,18080.15,2026-06-09,18171.0,0.007290835941378409
57,1,18231.71,18050.29,2026-06-10,18141.0,-0.0016523467077342855
56,1,18060.85,17881.15,2026-06-11,17971.0,-0.009415222409300487
55,1,18070.9,17891.1,2026-06-12,17981.0,0.0005562972996154266
54,1,18010.6,17831.4,2026-06-15,17921.0,-0.0033424352882489537
53,1,17807.6,17630.4,2026-06-17,17719.0,-0.011335699385319363
52,1,17841.76,17664.24,2026-06-18,17753.0,0.0019170055487282786
51,1,17915.13,17736.87,2026-06-19,17826.0,0.004103549983865061
50,1,17915.13,17736.87,2026-06-22,17826.0,0.0
49,1,17908.1,17729.9,2026-06-23,17819.0,-0.00039276196324793887
48,1,17957.34,17778.66,2026-06-24,17868.0,0.0027460997445944713
47,1,18044.78,17865.22,2026-06-25,17955.0,0.0048572241881738665
46,1,18031.71,17852.29,2026-06-26,17942.0,-0.0007242945409543782
45,1,18051.81,17872.19,2026-06-29,17962.0,0.001114082111666195
44,1,17945.28,17766.72,2026-06-30,17856.0,-0.005918829049857528
43,1,17988.49,17809.51,2026-07-01,17899.0,0.0024052591654625433
42,1,18050.81,17871.19,2026-07-02,17961.0,0.0034578952469617443
41,1,18083.97,17904.03,2026-07-03,17994.0,0.0018356283836023061
40,1,18049.8,17870.2,2026-07-06,17960.0,-0.0018913061208734386
39,1,18088.99,17909.01,2026-07-07,17999.0,0.0021691379232886524
38,1,18077.94,17898.06,2026-07-08,17988.0,-0.0006113318888810876
37,1,18095.03,17914.97,2026-07-09,18005.0,0.0009446281923774926
36,1,18180.45,17999.55,2026-07-10,18090.0,0.00470980230636524
35,1,18159.35,17978.65,2026-07-13,18069.0,-0.0011615366775100582
34,1,18221.65,18040.35,2026-07-14,18131.0,0.003425417713977991
33,1,18189.49,18008.51,2026-07-15,18099.0,-0.0017664923169373535
32,1,18154.32,17973.68,2026-07-16,18064.0,-0.0019356807194281982
31,1,18131.21,17950.79,2026-07-17,18041.0,-0.001274061936640279
30,1,18033.72,17854.28,2026-07-20,17944.0,-0.00539114825275876
29,1,18065.88,17886.12,2026-07-21,17976.0,0.0017817376651209436
28,1,17998.54,17819.46,2026-07-22,17909.0,-0.0037341550984257422
27,1,17998.54,17819.46,2026-07-23,17909.0,0.0
26,1,18004.58,17825.42,2026-07-24,17915.0,0.00033497097231486016
25,1,18062.87,17883.13,2026-07-27,17973.0,0.0032322810129803204
24,1,18084.97,17905.03,2026-07-28,17995.0,0.0012233097610964716
23,1,18178.44,17997.56,2026-07-29,18088.0,0.0051547934446746655
22,1,18177.44,17996.56,2026-07-30,18087.0,-5.528680029046967e-05
21,1,18168.39,17987.61,2026-07-31,18078.0,-0.0004977187991589985
20,1,18148.29,17967.71,2026-08-03,18058.0,-0.0011069294909317221
19,1,18080.96,17901.04,2026-08-04,17991.0,-0.0037171670308050334
18,1,18127.19,17946.81,2026-08-05,18037.0,0.0025535708335798586
17,1,18026.69,17847.31,2026-08-06,17937.0,-0.005559585121185099
16,1,18008.6,17829.4,2026-08-07,17919.0,-0.0010040161485984818
15,1,18002.56,17823.44,2026-08-10,17913.0,-0.00033489618531357856
14,1,17883.97,17706.03,2026-08-11,17795.0,-0.006609187270809012
13,1,17913.12,17734.88,2026-08-12,17824.0,0.001628344782717429
12,1,17965.38,17786.62,2026-08-13,17876.0,0.0029131673263315012
11,1,17971.41,17792.59,2026-08-14,17882.0,0.00033558924192116096
10,1,17925.18,17746.82,2026-08-18,17836.0,-0.0025757335478961197
9,1,17945.28,17766.72,2026-08-19,17856.0,0.0011206994336702698
8,1,17933.22,17754.78,2026-08-20,17844.0,-0.0006722689328821566
7,1,17867.9,17690.1,2026-08-21,17779.0,-0.003649331731583732
6,1,17793.53,17616.47,2026-08-24,17705.0,-0.004170899970567494
5,1,17791.51,17614.49,2026-08-26,17703.0,-0.0001129688207256574
4,1,17805.58,17628.42,2026-08-27,17717.0,0.0007905138751589766
3,1,17850.81,17673.19,2026-08-28,17762.0,0.002536713218011985
2,1,17791.51,17614.49,2026-08-31,17703.0,-0.0033272270931709903
1,1,17834.73,17657.27,2026-09-01,17746.0,0.002426021670004689
